customer_id,order_id,order_date,order_value
C0811,O6463,2024-07-13,341.42
C0245,O6464,2024-03-22,383.66
C0848,O6465,2022-04-17,84.43
C0450,O6466,2023-10-21,169.05
C0930,O6467,2022-09-22,103.42
C0247,O6468,2022-06-04,355.85
C0520,O6469,2024-11-02,357.86
C0141,O6470,2024-06-14,299.6
C0362,O6471,2024-09-19,436.26
C0008,O6472,2022-09-02,64.07
C0478,O6473,2023-01-21,50.81
C0352,O6474,2024-01-29,176.39
C0996,O6475,2023-02-18,47.7
C0495,O6476,2023-12-16,125.67
C0606,O6477,2024-01-29,10.18
C0833,O6478,2024-01-17,150.71
C0427,O6479,2023-08-16,164.69
C0039,O6480,2024-04-18,144.54
C0593,O6481,2022-01-16,211.03
C0187,O6482,2024-09-19,117.52
C0596,O6483,2024-12-04,123.85
C0600,O6484,2023-10-13,171.64
C0754,O6485,2022-05-28,190.68
C0854,O6486,2022-12-21,292.68
C0093,O6487,2023-12-04,37.9
C0086,O6488,2023-09-05,491.56
C0044,O6489,2022-04-15,99.33
C0137,O6490,2023-01-31,65.83
C0421,O6491,2023-08-29,74.07
C0074,O6492,2024-04-30,85.57
C0548,O6493,2023-03-18,53.08
C0613,O6494,2024-05-22,175.16
C0988,O6495,2023-10-29,446.73
C0512,O6496,2024-11-17,20.8
C0156,O6497,2024-03-04,156.99
C0938,O6498,2023-04-20,386.15
C0255,O6499,2023-09-20,164.19
C0171,O6500,2023-05-17,194.46
C0981,O6501,2022-12-14,242.42
C0728,O6502,2024-10-14,224.7
C0170,O6503,2023-07-24,86.46
C0764,O6504,2023-11-26,191.81
C0872,O6505,2022-01-26,284.74
C0322,O6506,2022-08-05,215.23
C0567,O6507,2024-04-16,284.76
C0456,O6508,2024-02-13,239.92
C0944,O6509,2024-11-12,61.25
C0603,O6510,2023-11-01,443.36
C0790,O6511,2023-12-19,617.71
C0613,O6512,2022-11-06,154.96
C0155,O6513,2023-08-22,341.33
C0889,O6514,2022-09-24,255.22
C0349,O6515,2023-10-08,256.3
C0451,O6516,2024-10-19,10.34
C0876,O6517,2023-03-26,81.64
C0653,O6518,2023-07-19,106.89
C0173,O6519,2024-11-25,125.18
C0010,O6520,2022-01-28,108.35
C0740,O6521,2022-08-08,215.35
C0265,O6522,2023-02-10,285.13
C0438,O6523,2022-09-28,192.54
C0760,O6524,2024-03-02,371.67
C0247,O6525,2024-08-20,359.94
C0667,O6526,2024-04-13,49.46
C0546,O6527,2022-11-13,258.2
C0499,O6528,2022-12-04,160.18
C0129,O6529,2022-12-17,125.85
C0672,O6530,2023-05-26,22.05
C0601,O6531,2023-06-09,80.5
C0605,O6532,2023-05-07,73.01
C0327,O6533,2022-01-09,120.21
C0753,O6534,2023-07-15,101.44
C0835,O6535,2023-03-16,464.54
C0980,O6536,2024-03-02,111.24
C0404,O6537,2022-02-02,587.57
C0629,O6538,2024-11-12,310.51
C0606,O6539,2024-04-24,51.11
C0675,O6540,2023-07-20,257.38
C0611,O6541,2022-02-18,56.94
C0625,O6542,2023-04-07,193.9
C0359,O6543,2023-08-13,157.28
C0603,O6544,2022-12-02,39.62
C0858,O6545,2022-12-25,112.33
C0718,O6546,2022-12-12,466.02
C0017,O6547,2022-07-12,378.52
C0274,O6548,2024-01-26,92.08
C0685,O6549,2023-04-23,91.02
C0116,O6550,2024-04-07,304.2
C0861,O6551,2024-06-08,34.18
C0980,O6552,2023-10-15,147.45
C0693,O6553,2023-02-12,130.69
C0091,O6554,2022-10-13,49.25
C0082,O6555,2024-04-30,473.39
C0324,O6556,2022-04-21,213.68
C0961,O6557,2023-09-12,214.27
C0114,O6558,2024-03-03,328.52
C0769,O6559,2022-02-19,195.27
C0058,O6560,2024-11-03,137.35
C0154,O6561,2023-08-11,78.48
C0877,O6562,2023-08-19,369.6
C0404,O6563,2023-11-01,214.48
C0628,O6564,2022-11-10,242.78
C0855,O6565,2023-08-29,80.01
C0266,O6566,2022-10-24,383.08
C0315,O6567,2023-07-23,184.58
C0715,O6568,2024-04-11,215.02
C0041,O6569,2023-09-02,122.28
C0105,O6570,2022-01-16,158.4
C0901,O6571,2022-03-13,79.73
C0890,O6572,2022-09-27,198.7
C0193,O6573,2022-10-14,328.6
C0401,O6574,2022-03-07,184.91
C0278,O6575,2024-05-29,196.1
C0354,O6576,2022-03-09,216.63
C0749,O6577,2024-12-14,218.08
C0937,O6578,2024-09-06,313.83
C0733,O6579,2024-08-31,96.33
C0580,O6580,2023-05-23,45.47
C0709,O6581,2024-04-16,176.56
C0256,O6582,2024-06-04,253.08
C0651,O6583,2024-03-04,368.31
C0824,O6584,2023-02-26,336.21
C0947,O6585,2024-02-14,58.38
C0661,O6586,2023-04-23,252.21
C0099,O6587,2024-07-14,72.36
C0588,O6588,2022-04-30,198.06
C0282,O6589,2023-05-03,56.17
C0883,O6590,2022-03-19,366.03
C0403,O6591,2024-11-27,362.2
C0109,O6592,2023-03-17,247.6
C0700,O6593,2023-04-07,99.26
C0199,O6594,2023-09-04,320.7
C0303,O6595,2024-07-05,195.78
C0327,O6596,2023-09-01,172.5
C0154,O6597,2022-01-06,75.61
C0552,O6598,2023-11-12,323.69
C0645,O6599,2024-06-13,453.59
C0405,O6600,2022-09-28,316.61
C0462,O6601,2024-03-21,236.05
C0132,O6602,2023-07-13,118.41
C0791,O6603,2022-04-09,162.65
C0874,O6604,2023-06-10,81.52
C0084,O6605,2022-07-13,313.69
C0399,O6606,2023-01-31,249.55
C0754,O6607,2024-02-09,62.12
C0628,O6608,2024-10-20,213.16
C0109,O6609,2024-05-29,167.39
C0221,O6610,2024-01-15,168.74
C0904,O6611,2023-11-14,23.99
C0553,O6612,2022-01-15,199.67
C0368,O6613,2023-01-03,162.65
C0147,O6614,2023-09-30,144.58
C0112,O6615,2024-05-02,45.44
C0615,O6616,2023-12-01,322.53
C0558,O6617,2022-01-05,177.08
C0924,O6618,2022-08-19,60.15
C0494,O6619,2024-10-08,214.03
C0505,O6620,2023-08-09,78.64
C0475,O6621,2022-06-18,67.18
C0836,O6622,2024-01-31,105.95
C0890,O6623,2024-03-02,157.02
C0271,O6624,2024-09-26,105.13
C0995,O6625,2022-06-01,428.35
C0421,O6626,2024-10-12,433.26
C0897,O6627,2022-08-12,628.17
C0707,O6628,2023-05-19,57.38
C0367,O6629,2022-02-13,79.34
C0280,O6630,2023-11-28,83.19
C0283,O6631,2023-05-19,228.56
C0040,O6632,2024-07-18,44.12
C0959,O6633,2024-04-22,277.1
C0189,O6634,2022-12-17,167.65
C0164,O6635,2022-01-23,309.01
C0994,O6636,2023-08-21,187.25
C0989,O6637,2024-12-02,126.06
C0536,O6638,2023-04-11,339.7
C0536,O6639,2022-02-09,413.23
C0004,O6640,2022-10-30,106.72
C0835,O6641,2022-06-24,256.19
C0290,O6642,2024-09-25,179.93
C0953,O6643,2023-09-13,293.52
C0433,O6644,2022-09-01,181.78
C0471,O6645,2024-04-15,234.05
C0181,O6646,2022-10-07,129.97
C0248,O6647,2024-11-25,155.36
C0628,O6648,2023-07-11,661.41
C0279,O6649,2024-06-16,174.72
C0877,O6650,2024-11-12,35.34
C0581,O6651,2023-12-20,45.97
C0863,O6652,2024-07-20,93.55
C0254,O6653,2022-04-01,36.26
C0181,O6654,2023-01-25,118.83
C0830,O6655,2023-07-04,170.32
C0681,O6656,2024-07-19,167.34
C0825,O6657,2024-11-27,336.84
C0509,O6658,2024-01-03,191.94
C0761,O6659,2023-05-15,228.12
C0700,O6660,2024-12-02,664.73
C0566,O6661,2024-05-20,179.21
C0326,O6662,2023-06-01,314.53
C0357,O6663,2022-03-09,110.02
C0825,O6664,2022-05-03,232.53
C0650,O6665,2022-12-02,325.73
C0680,O6666,2024-08-31,151.34
C0391,O6667,2024-02-18,493.79
C0615,O6668,2023-02-27,267.56
C0934,O6669,2024-07-27,330.7
C0085,O6670,2024-03-14,251.69
C0317,O6671,2023-09-26,244.31
C0212,O6672,2024-12-18,75.61
C0515,O6673,2022-04-06,429.95
C0384,O6674,2022-12-20,420.65
C0691,O6675,2024-08-24,131.15
C0342,O6676,2024-07-11,334.95
C0815,O6677,2023-04-18,97.07
C0964,O6678,2023-03-06,295.91
C0988,O6679,2024-09-01,188.7
C0844,O6680,2023-06-21,114.43
C0038,O6681,2022-03-28,56.84
C0511,O6682,2022-04-19,268.67
C0420,O6683,2024-09-20,385.44
C0751,O6684,2024-04-01,53.16
C0169,O6685,2024-07-25,172.63
C0965,O6686,2024-10-01,166.03
C0909,O6687,2023-10-11,29.36
C0343,O6688,2022-07-10,110.66
C0826,O6689,2024-07-21,323.46
C0306,O6690,2022-05-22,57.11
C0542,O6691,2024-04-19,348.75
C0702,O6692,2022-06-17,296.35
C0869,O6693,2023-07-20,201.17
C0537,O6694,2024-01-14,40.01
C0112,O6695,2023-11-04,105.96
C0411,O6696,2024-05-13,356.11
C0947,O6697,2024-04-18,58.67
C0206,O6698,2023-06-15,43.79
C0185,O6699,2024-08-31,299.4
C0382,O6700,2023-07-16,51.63
C0496,O6701,2022-06-24,70.04
C0379,O6702,2022-10-29,291.84
C0047,O6703,2022-07-04,60.29
C0886,O6704,2023-05-25,79.59
C0740,O6705,2024-03-29,336.63
C0551,O6706,2022-06-05,67.84
C0528,O6707,2024-02-26,85.68
C0504,O6708,2024-03-05,456.58
C0022,O6709,2023-03-08,357.27
C0213,O6710,2024-01-31,79.88
C0310,O6711,2022-05-27,70.21
C0661,O6712,2023-04-26,130.44
C0968,O6713,2023-03-11,205.51
C0753,O6714,2022-03-10,259.21
C0272,O6715,2024-05-24,168.53
C0571,O6716,2022-07-05,123.13
C0799,O6717,2024-06-22,352.48
C0938,O6718,2023-11-13,170.83
C0202,O6719,2022-07-23,190.34
C0032,O6720,2023-07-08,100.2
C0443,O6721,2022-01-13,417.62
C0162,O6722,2023-10-28,129.45
C0767,O6723,2022-02-20,80.22
C0254,O6724,2023-05-15,60.41
C0521,O6725,2023-01-04,70.08
C0977,O6726,2023-12-25,196.37
C0651,O6727,2022-12-23,233.48
C0480,O6728,2024-10-23,471.52
C0010,O6729,2024-04-26,193.64
C0726,O6730,2022-09-13,102.64
C0505,O6731,2022-10-06,546.18
C0785,O6732,2024-12-18,409.35
C0836,O6733,2023-03-22,79.44
C0560,O6734,2022-04-23,42.15
C0436,O6735,2024-04-15,119.03
C0111,O6736,2024-01-25,13.95
C0153,O6737,2023-01-02,45.98
C0635,O6738,2024-12-19,379.65
C0917,O6739,2022-11-25,224.55
C0869,O6740,2023-12-29,157.85
C0102,O6741,2024-10-02,196.06
C0753,O6742,2023-12-21,79.99
C0833,O6743,2024-12-22,224.98
C0191,O6744,2022-07-03,544.32
C0729,O6745,2024-10-19,254.65
C0563,O6746,2022-11-07,48.53
C0804,O6747,2022-06-26,134.05
C0081,O6748,2024-04-26,312.23
C0489,O6749,2022-01-09,84.03
C0895,O6750,2022-08-24,161.77
C0088,O6751,2023-12-11,91.68
C0194,O6752,2024-07-12,403.44
C0104,O6753,2023-11-16,221.55
C0783,O6754,2024-03-04,116.64
C0096,O6755,2024-11-17,213.73
C0423,O6756,2024-03-18,194.24
C0891,O6757,2022-01-27,8.77
C0198,O6758,2023-07-04,90.26
C0001,O6759,2022-03-26,305.62
C0407,O6760,2024-11-19,246.87
C0378,O6761,2023-04-11,123.47
C0167,O6762,2022-01-12,248.06
C0509,O6763,2024-10-09,408.01
C0638,O6764,2024-11-19,130.97
C0313,O6765,2024-11-27,131.84
C0593,O6766,2023-07-26,239.97
C0418,O6767,2024-07-02,206.09
C0763,O6768,2022-06-29,487.17
C0681,O6769,2024-03-07,398.97
C0477,O6770,2024-11-10,66.75
C0073,O6771,2023-03-17,174.78
C0141,O6772,2024-06-05,63.26
C0582,O6773,2023-02-25,122.87
C0262,O6774,2023-04-13,310.51
C0340,O6775,2023-12-14,61.08
C0308,O6776,2023-01-20,508.41
C0245,O6777,2022-11-10,333.79
C0515,O6778,2024-02-10,151.52
C0337,O6779,2024-08-16,88.43
C0575,O6780,2024-07-05,372.5
C0561,O6781,2022-01-23,125.56
C0076,O6782,2022-12-05,168.82
C0880,O6783,2024-04-02,182.59
C0175,O6784,2023-01-01,148.51
C0109,O6785,2024-07-03,147.98
C0183,O6786,2023-04-20,197.46
C0192,O6787,2022-01-27,128.91
C0065,O6788,2024-07-30,62.28
C0849,O6789,2024-03-12,83.91
C0963,O6790,2024-03-11,488.69
C0474,O6791,2024-05-09,111.37
C0783,O6792,2024-05-13,108.89
C0100,O6793,2023-11-21,414.8
C0544,O6794,2024-01-09,47.84
C0864,O6795,2023-02-19,316.57
C0128,O6796,2024-09-08,89.88
C0452,O6797,2023-03-05,57.97
C0914,O6798,2022-02-10,444.58
C0369,O6799,2024-06-23,190.27
C0851,O6800,2024-10-08,70.19
C0043,O6801,2023-12-04,540.33
C0884,O6802,2022-03-20,60.3
C0419,O6803,2023-12-18,193.94
C0488,O6804,2023-06-28,71.62
C0078,O6805,2023-04-19,302.31
C0826,O6806,2022-10-21,283.91
C0801,O6807,2023-09-02,177.38
C0270,O6808,2022-05-16,330.04
C0674,O6809,2023-04-29,39.47
C0701,O6810,2024-03-24,209.76
C0759,O6811,2023-07-09,254.74
C0900,O6812,2022-02-15,63.92
C0728,O6813,2024-12-07,231.1
C0315,O6814,2022-07-17,180.54
C0925,O6815,2022-03-25,368.93
C0851,O6816,2023-06-27,197.55
C0902,O6817,2022-03-12,162.73
C0889,O6818,2023-06-04,64.72
C0993,O6819,2024-06-16,199.24
C0945,O6820,2024-07-01,292.93
C0168,O6821,2024-12-11,520.83
C0339,O6822,2024-12-04,197.67
C0193,O6823,2022-10-20,418.53
C0453,O6824,2024-07-26,170.23
C0283,O6825,2024-03-22,53.69
C0336,O6826,2024-05-16,899.8
C0390,O6827,2023-01-15,265.43
C1000,O6828,2024-10-03,43.51
C0525,O6829,2022-09-19,305.42
C0240,O6830,2023-08-03,119.76
C0832,O6831,2022-12-23,111.23
C0958,O6832,2023-11-29,422.07
C0483,O6833,2024-11-02,80.62
C0659,O6834,2023-03-19,31.46
C0716,O6835,2023-12-27,84.04
C0592,O6836,2022-10-13,279.58
C0891,O6837,2023-07-24,227.98
C0555,O6838,2024-04-19,266.45
C0458,O6839,2023-05-13,353.68
C0089,O6840,2023-12-06,210.24
C0660,O6841,2023-07-16,69.74
C0095,O6842,2022-02-01,109.53
C0452,O6843,2022-02-12,362.85
C0428,O6844,2023-07-13,4.45
C0151,O6845,2022-09-27,275.57
C0514,O6846,2024-07-31,81.72
C0376,O6847,2024-11-08,506.99
C0022,O6848,2022-02-06,44.25
C0883,O6849,2022-04-02,128.69
C0313,O6850,2022-07-04,411.04
C0997,O6851,2023-12-29,307.91
C0840,O6852,2024-11-17,96.98
C0519,O6853,2023-01-07,147.48
C0206,O6854,2024-04-11,490.19
C0952,O6855,2022-12-11,78.75
C0375,O6856,2022-03-19,310.37
C0451,O6857,2022-06-16,59.24
C0626,O6858,2022-09-21,112.76
C0784,O6859,2023-12-25,194.31
C0595,O6860,2023-05-27,168.43
C0179,O6861,2023-07-30,236.95
C0210,O6862,2023-12-23,132.78
C0500,O6863,2023-03-07,141.39
C0464,O6864,2024-02-07,166.14
C0840,O6865,2023-04-08,148.17
C0124,O6866,2022-04-11,482.0
C0993,O6867,2024-11-05,120.16
C0113,O6868,2022-09-01,167.11
C0012,O6869,2022-04-15,742.26
C0126,O6870,2023-11-25,232.14
C0565,O6871,2024-12-06,20.83
C0331,O6872,2024-12-02,180.82
C0901,O6873,2024-03-28,293.28
C0283,O6874,2022-08-09,228.33
C0140,O6875,2022-05-24,308.6
C0401,O6876,2024-06-08,548.18
C0902,O6877,2024-11-17,189.8
C0097,O6878,2024-02-29,70.53
C0517,O6879,2023-07-07,81.91
C0569,O6880,2024-04-23,145.29
C0924,O6881,2023-10-21,540.55
C0846,O6882,2024-04-16,107.14
C0069,O6883,2024-10-15,190.94
C0118,O6884,2024-01-21,320.01
C0888,O6885,2022-09-06,63.63
C0059,O6886,2024-02-14,567.36
C0033,O6887,2024-02-03,340.81
C0318,O6888,2023-11-23,433.06
C0050,O6889,2024-03-30,81.88
C0880,O6890,2023-12-20,178.77
C0489,O6891,2022-08-22,273.4
C0019,O6892,2022-01-24,142.05
C0726,O6893,2024-11-15,23.84
C0197,O6894,2024-10-02,251.2
C0891,O6895,2023-06-06,69.56
C0450,O6896,2022-01-17,250.94
C0990,O6897,2022-09-02,84.06
C0559,O6898,2023-12-19,201.98
C0679,O6899,2024-02-09,191.65
C0452,O6900,2023-12-18,54.64
C0289,O6901,2022-04-28,56.91
C0141,O6902,2022-01-09,631.94
C0084,O6903,2023-08-21,149.51
C0694,O6904,2022-01-23,79.22
C0391,O6905,2022-08-28,304.39
C0591,O6906,2022-01-27,104.11
C0215,O6907,2024-09-10,214.25
C0526,O6908,2022-07-18,228.01
C0215,O6909,2024-02-14,266.27
C0403,O6910,2022-04-02,62.99
C0128,O6911,2024-04-30,434.92
C0822,O6912,2022-10-27,147.3
C0477,O6913,2022-10-23,190.6
C0760,O6914,2023-10-09,129.38
C0404,O6915,2024-09-27,257.8
C0029,O6916,2024-12-18,343.15
C0792,O6917,2024-06-27,68.6
C0338,O6918,2024-05-20,229.58
C0831,O6919,2024-01-23,131.79
C0714,O6920,2022-12-08,241.33
C0361,O6921,2022-03-03,196.06
C0569,O6922,2024-02-15,292.46
C0392,O6923,2023-09-17,219.7
C0218,O6924,2022-09-13,40.56
C0574,O6925,2024-04-07,367.13
C0669,O6926,2024-10-10,130.46
C0202,O6927,2023-09-07,285.77
C0017,O6928,2022-09-02,88.99
C0322,O6929,2024-01-27,46.33
C0518,O6930,2024-04-03,335.03
C0570,O6931,2024-02-19,186.89
C0325,O6932,2024-01-02,127.17
C0412,O6933,2024-05-27,104.12
C0318,O6934,2023-05-31,315.22
C0681,O6935,2023-04-19,411.02
C0965,O6936,2022-02-05,523.17
C0082,O6937,2024-11-06,48.41
C0474,O6938,2024-04-09,119.27
C0468,O6939,2024-12-07,304.46
C0425,O6940,2024-12-21,76.8
C0945,O6941,2024-12-28,259.01
C0731,O6942,2023-01-01,696.24
C0689,O6943,2024-08-02,82.89
C0204,O6944,2024-09-02,211.9
C0583,O6945,2023-03-07,11.35
C0387,O6946,2024-05-08,140.83
C0778,O6947,2022-08-18,207.66
C0098,O6948,2023-01-05,216.68
C0345,O6949,2022-06-27,214.31
C0803,O6950,2023-07-22,62.7
C0208,O6951,2024-03-03,136.39
C0514,O6952,2024-06-18,131.7
C0636,O6953,2024-09-01,244.43
C0792,O6954,2022-03-23,472.6
C0586,O6955,2024-04-25,5.11
C0166,O6956,2024-02-01,166.7
C0022,O6957,2023-09-10,299.46
C0154,O6958,2024-10-30,411.31
C0939,O6959,2022-08-04,224.1
C0439,O6960,2022-10-17,491.47
C0295,O6961,2023-03-21,47.11
C0219,O6962,2024-07-11,37.49
C0669,O6963,2023-07-06,52.75
C0495,O6964,2022-07-12,161.63
C0230,O6965,2022-10-16,388.67
C0020,O6966,2023-08-06,147.67
C0987,O6967,2024-05-06,60.98
C0553,O6968,2024-02-20,239.66
C0950,O6969,2024-06-14,407.24
C0148,O6970,2024-07-08,430.46
C0108,O6971,2023-07-18,375.27
C0403,O6972,2022-01-13,313.77
C0596,O6973,2024-09-13,117.23
C0483,O6974,2022-12-06,203.06
C0367,O6975,2024-05-14,392.44
C0834,O6976,2022-11-08,119.47
C0414,O6977,2024-01-03,339.3
C0309,O6978,2022-12-05,461.21
C0802,O6979,2022-10-27,90.15
C0918,O6980,2022-12-25,281.07
C0835,O6981,2022-06-18,53.69
C0134,O6982,2024-01-31,185.48
C0719,O6983,2024-02-07,519.29
C0283,O6984,2024-09-08,78.44
C0778,O6985,2022-02-11,42.97
C0073,O6986,2022-07-21,211.05
C0481,O6987,2024-08-27,91.83
C0352,O6988,2023-04-09,390.78
C0560,O6989,2023-03-25,481.62
C0326,O6990,2024-07-01,122.67
C0745,O6991,2024-03-08,100.65
C0443,O6992,2024-03-04,75.18
C0100,O6993,2023-03-13,111.32
C0059,O6994,2023-06-15,41.37
C0508,O6995,2023-07-19,24.85
C0258,O6996,2024-05-21,178.2
C0413,O6997,2022-08-01,338.69
C0452,O6998,2024-08-06,277.99
C0065,O6999,2022-07-11,104.26
C0595,O7000,2023-12-06,391.62
C0154,O7001,2023-07-03,154.6
C0985,O7002,2022-06-03,19.02
C0266,O7003,2023-07-25,235.78
C0821,O7004,2022-08-28,103.08
C0079,O7005,2023-01-09,270.1
C0315,O7006,2024-03-15,157.93
C0662,O7007,2024-03-09,321.06
C0947,O7008,2023-09-03,376.31
C0560,O7009,2023-11-19,132.29
C0917,O7010,2024-02-13,91.9
C0891,O7011,2022-05-23,118.22
C0248,O7012,2022-09-29,98.98
C0790,O7013,2023-03-02,145.11
C0868,O7014,2022-02-15,195.92
C0610,O7015,2022-04-05,247.65
C0414,O7016,2022-03-05,199.02
C0025,O7017,2023-02-17,148.13
C0284,O7018,2024-10-29,246.42
C0449,O7019,2023-04-04,123.23
C0881,O7020,2023-04-15,145.19
C0301,O7021,2024-03-20,77.66
C0068,O7022,2023-05-21,15.12
C0007,O7023,2022-03-25,155.93
C0817,O7024,2022-02-28,164.91
C0137,O7025,2024-11-10,103.72
C0164,O7026,2024-07-06,250.44
C0083,O7027,2022-06-06,599.8
C0897,O7028,2023-07-30,66.74
C0650,O7029,2024-04-16,318.79
C0420,O7030,2023-11-11,278.79
C0073,O7031,2022-07-22,67.4
C0237,O7032,2022-11-14,63.58
C0046,O7033,2023-02-10,47.86
C0618,O7034,2024-09-12,492.2
C0928,O7035,2024-08-06,528.62
C0800,O7036,2024-12-29,497.43
C0262,O7037,2023-05-10,317.7
C0176,O7038,2023-11-10,179.51
C0166,O7039,2024-04-14,188.09
C0657,O7040,2022-07-13,22.0
C0842,O7041,2022-11-04,87.16
C0370,O7042,2023-05-21,99.21
C0795,O7043,2022-10-08,56.8
C0054,O7044,2023-11-06,223.96
C0690,O7045,2024-07-21,126.15
C0419,O7046,2023-12-16,128.56
C0756,O7047,2023-08-31,232.38
C0507,O7048,2023-04-28,153.77
C0341,O7049,2022-04-27,178.9
C0127,O7050,2024-08-25,53.28
C0409,O7051,2022-07-11,59.23
C0924,O7052,2024-02-27,41.3
C0367,O7053,2023-09-10,491.37
C0271,O7054,2023-05-31,332.5
C0644,O7055,2022-11-03,124.84
C0605,O7056,2023-06-16,137.15
C0379,O7057,2022-05-02,431.84
C0073,O7058,2023-10-11,148.52
C0923,O7059,2023-08-15,157.0
C0922,O7060,2024-05-19,175.52
C0915,O7061,2022-02-28,162.37
C0248,O7062,2022-10-28,37.79
C0860,O7063,2023-07-07,97.55
C0785,O7064,2023-02-03,62.93
C0043,O7065,2023-05-30,98.27
C0377,O7066,2024-03-15,204.67
C0041,O7067,2023-05-13,255.76
C0170,O7068,2024-07-30,152.73
C0946,O7069,2023-06-12,103.51
C0212,O7070,2023-02-02,81.05
C0493,O7071,2023-03-12,132.73
C0680,O7072,2024-04-19,175.59
C0039,O7073,2022-12-26,79.99
C0369,O7074,2024-05-13,145.96
C0757,O7075,2023-09-26,81.33
C0151,O7076,2022-08-02,261.98
C0111,O7077,2024-07-04,103.54
C0480,O7078,2023-08-15,130.16
C0436,O7079,2022-05-15,186.6
C0047,O7080,2024-01-24,307.12
C0575,O7081,2023-01-21,130.25
C0737,O7082,2023-01-24,103.67
C0366,O7083,2024-01-14,263.24
C0069,O7084,2023-12-05,92.98
C0299,O7085,2024-07-13,65.69
C0944,O7086,2024-02-12,135.93
C0802,O7087,2024-05-13,164.09
C0296,O7088,2024-11-25,522.47
C0203,O7089,2022-03-20,58.65
C0061,O7090,2023-11-05,79.22
C0946,O7091,2022-11-08,205.64
C0963,O7092,2022-07-23,177.83
C0830,O7093,2024-09-11,388.61
C0314,O7094,2022-01-17,53.44
C0161,O7095,2023-04-21,287.12
C0331,O7096,2024-10-13,246.51
C0528,O7097,2022-07-29,56.3
C0338,O7098,2023-05-14,135.29
C0606,O7099,2023-03-05,90.47
C0304,O7100,2022-02-27,55.86
C0503,O7101,2024-09-20,246.65
C0650,O7102,2023-06-06,379.41
C0338,O7103,2023-08-04,215.02
C0550,O7104,2024-06-17,103.37
C0639,O7105,2023-09-13,161.58
C0275,O7106,2024-12-03,331.93
C0164,O7107,2024-08-23,461.94
C0443,O7108,2024-06-28,132.55
C0319,O7109,2023-05-08,242.69
C0589,O7110,2023-05-14,185.02
C0504,O7111,2024-11-07,53.55
C0686,O7112,2023-08-28,285.4
C0387,O7113,2024-08-05,238.94
C0970,O7114,2022-10-21,336.33
C0870,O7115,2022-06-21,187.17
C0833,O7116,2023-06-15,87.28
C0888,O7117,2022-03-07,146.9
C0603,O7118,2022-05-21,103.71
C0750,O7119,2023-03-22,172.12
C0776,O7120,2022-07-08,156.17
C0691,O7121,2022-06-07,553.23
C0494,O7122,2023-11-01,738.36
C0490,O7123,2022-09-03,54.75
C0721,O7124,2024-05-05,158.81
C0073,O7125,2024-08-01,253.02
C0509,O7126,2024-01-18,83.33
C0390,O7127,2024-11-22,165.23
C0619,O7128,2022-11-26,162.05
C0857,O7129,2023-05-27,378.62
C0295,O7130,2024-04-29,382.37
C0369,O7131,2024-12-30,93.63
C0956,O7132,2022-03-20,182.56
C0796,O7133,2022-06-18,206.23
C0865,O7134,2024-03-20,15.39
C0694,O7135,2024-09-09,129.43
C0549,O7136,2022-06-29,11.84
C0649,O7137,2022-09-17,178.0
C0850,O7138,2024-10-25,92.68
C0568,O7139,2022-10-24,208.81
C0187,O7140,2023-09-12,138.72
C0853,O7141,2024-05-04,245.03
C0770,O7142,2022-12-26,539.37
C0445,O7143,2022-04-27,62.97
C0570,O7144,2022-12-23,199.1
C0363,O7145,2024-08-14,149.35
C0123,O7146,2023-03-15,233.59
C0188,O7147,2023-06-06,181.18
C0742,O7148,2022-07-18,83.67
C0680,O7149,2024-12-09,213.3
C0420,O7150,2023-11-01,176.84
C0626,O7151,2024-11-19,173.57
C0252,O7152,2022-01-31,156.27
C0619,O7153,2024-10-04,273.38
C0549,O7154,2022-11-29,113.69
C0335,O7155,2023-10-22,229.49
C0092,O7156,2022-06-26,170.88
C0530,O7157,2023-01-05,134.5
C0866,O7158,2023-07-01,173.05
C0063,O7159,2023-06-19,258.96
C0662,O7160,2022-04-07,615.11
C0512,O7161,2022-08-18,190.19
C0139,O7162,2022-08-15,162.3
C0698,O7163,2023-01-06,147.6
C0185,O7164,2022-02-24,104.11
C0205,O7165,2023-02-28,462.84
C0772,O7166,2022-11-11,897.32
C0214,O7167,2022-02-01,135.67
C0256,O7168,2022-04-03,92.72
C0135,O7169,2023-06-03,39.99
C0573,O7170,2024-05-02,620.1
C0875,O7171,2024-01-22,332.38
C0822,O7172,2023-02-20,139.23
C0088,O7173,2023-07-11,260.54
C0836,O7174,2023-01-01,154.78
C0988,O7175,2023-08-22,86.39
C0207,O7176,2022-11-27,310.08
C0129,O7177,2023-11-20,321.33
C0823,O7178,2022-01-11,44.48
C0003,O7179,2024-03-28,37.65
C0974,O7180,2023-02-23,256.43
C0934,O7181,2024-06-29,51.36
C0754,O7182,2022-12-14,77.19
C0121,O7183,2024-08-15,258.82
C0385,O7184,2023-02-16,217.96
C0614,O7185,2022-06-02,148.41
C0038,O7186,2022-04-02,128.57
C0341,O7187,2022-11-27,102.55
C0925,O7188,2024-08-12,60.83
C0645,O7189,2024-08-27,216.46
C0714,O7190,2023-07-08,121.77
C0860,O7191,2024-07-18,156.89
C0021,O7192,2022-07-13,81.62
C0242,O7193,2023-06-14,39.44
C0455,O7194,2024-04-24,72.07
C0963,O7195,2023-10-01,74.7
C0621,O7196,2023-04-23,273.38
C0303,O7197,2023-04-25,321.28
